global_neuron_idx,local_neuron_idx,sae_idx,sae_config,correlation,p_value,abs_correlation
83,83,0,"(256, 8)",0.10223807590483447,1.0340288779690807e-15,0.10223807590483447
283,27,1,"(128, 6)",-0.10201964324177483,1.1896274463688198e-15,0.10201964324177483
261,5,1,"(128, 6)",-0.10168428001591995,1.4744399384030017e-15,0.10168428001591995
132,132,0,"(256, 8)",-0.10137729595489912,1.793445765613569e-15,0.10137729595489912
7,7,0,"(256, 8)",-0.10117183156302934,2.0439828629616655e-15,0.10117183156302934
267,11,1,"(128, 6)",0.10028187724440281,3.590348580490404e-15,0.10028187724440281
310,54,1,"(128, 6)",-0.09939961611584522,6.245513474775326e-15,0.09939961611584522
64,64,0,"(256, 8)",-0.09887733633335412,8.647844566559814e-15,0.09887733633335412
244,244,0,"(256, 8)",-0.0986539441552075,9.934307147999375e-15,0.0986539441552075
22,22,0,"(256, 8)",0.09800360194296301,1.4849520502589773e-14,0.09800360194296301
128,128,0,"(256, 8)",-0.09767018132200275,1.8229380885144007e-14,0.09767018132200275
301,45,1,"(128, 6)",-0.09722323976686922,2.3970859494632443e-14,0.09722323976686922
273,17,1,"(128, 6)",-0.09715495908439867,2.4992097492316038e-14,0.09715495908439867
424,40,2,"(64, 4)",-0.09705218892303386,2.6610333356668347e-14,0.09705218892303386
40,40,0,"(256, 8)",0.09669126962925371,3.315247111210001e-14,0.09669126962925371
108,108,0,"(256, 8)",-0.09668902912050772,3.319765741007477e-14,0.09668902912050772
26,26,0,"(256, 8)",-0.09644751553162594,3.844075945610595e-14,0.09644751553162594
227,227,0,"(256, 8)",-0.09607820337310281,4.8069740999321005e-14,0.09607820337310281
241,241,0,"(256, 8)",-0.09598751618618925,5.0775504226238714e-14,0.09598751618618925
175,175,0,"(256, 8)",-0.09585731584210302,5.4923753226807766e-14,0.09585731584210302
236,236,0,"(256, 8)",-0.09582001880593309,5.617224113051e-14,0.09582001880593309
339,83,1,"(128, 6)",-0.09567027181276168,6.1471879720412e-14,0.09567027181276168
359,103,1,"(128, 6)",0.09545407650856294,7.000018335042109e-14,0.09545407650856294
78,78,0,"(256, 8)",0.09518229453956714,8.238543265987655e-14,0.09518229453956714
290,34,1,"(128, 6)",-0.09492624244411274,9.601188682461998e-14,0.09492624244411274
373,117,1,"(128, 6)",-0.09407190560624443,1.5953160214556047e-13,0.09407190560624443
115,115,0,"(256, 8)",0.0940413467040461,1.6244197120629096e-13,0.0940413467040461
410,26,2,"(64, 4)",-0.09375388423668035,1.9250117078843065e-13,0.09375388423668035
335,79,1,"(128, 6)",0.09364866542782918,2.0481740145221817e-13,0.09364866542782918
97,97,0,"(256, 8)",-0.09360970899235047,2.095710136946062e-13,0.09360970899235047
379,123,1,"(128, 6)",0.0934765386815005,2.2665380557199654e-13,0.0934765386815005
86,86,0,"(256, 8)",0.0930006888648969,2.996247416719753e-13,0.0930006888648969
219,219,0,"(256, 8)",-0.09295871262568789,3.070727079270052e-13,0.09295871262568789
278,22,1,"(128, 6)",-0.09276639525774943,3.4358688962530924e-13,0.09276639525774943
439,55,2,"(64, 4)",-0.09273094619032224,3.50768021912804e-13,0.09273094619032224
137,137,0,"(256, 8)",0.09245387225596916,4.1221056579573973e-13,0.09245387225596916
162,162,0,"(256, 8)",0.09244210165979641,4.1504242583309553e-13,0.09244210165979641
126,126,0,"(256, 8)",-0.09200769868930736,5.340317474045439e-13,0.09200769868930736
130,130,0,"(256, 8)",-0.09184157254683106,5.878938984423198e-13,0.09184157254683106
305,49,1,"(128, 6)",-0.09149098798465151,7.196559707206644e-13,0.09149098798465151
341,85,1,"(128, 6)",0.09145005517602996,7.368136159807448e-13,0.09145005517602996
161,161,0,"(256, 8)",-0.09087036739848792,1.027520124811042e-12,0.09087036739848792
294,38,1,"(128, 6)",-0.09076827492002669,1.0892661408927292e-12,0.09076827492002669
31,31,0,"(256, 8)",-0.09050675814114448,1.2645211936703728e-12,0.09050675814114448
84,84,0,"(256, 8)",-0.09023186715637564,1.4785438838584772e-12,0.09023186715637564
133,133,0,"(256, 8)",-0.0900771563875073,1.6142262635702836e-12,0.0900771563875073
138,138,0,"(256, 8)",-0.09003790392523739,1.6505489910776996e-12,0.09003790392523739
345,89,1,"(128, 6)",0.0897924224829571,1.8965867004817453e-12,0.0897924224829571
234,234,0,"(256, 8)",-0.08978435181429309,1.9052584391605318e-12,0.08978435181429309
263,7,1,"(128, 6)",-0.08932698014995663,2.4657261837290315e-12,0.08932698014995663
331,75,1,"(128, 6)",-0.08893514858283463,3.0721507845098395e-12,0.08893514858283463
434,50,2,"(64, 4)",0.08874514326304897,3.416669481293486e-12,0.08874514326304897
264,8,1,"(128, 6)",0.08821894148865822,4.580743257225683e-12,0.08821894148865822
69,69,0,"(256, 8)",-0.08812602478804799,4.823291332731058e-12,0.08812602478804799
203,203,0,"(256, 8)",-0.08705617872829015,8.703268696319283e-12,0.08705617872829015
156,156,0,"(256, 8)",-0.08611813923534634,1.4518599040028424e-11,0.08611813923534634
32,32,0,"(256, 8)",0.0859893933259232,1.5568406909737637e-11,0.0859893933259232
356,100,1,"(128, 6)",-0.08501849057239988,2.6270378878544333e-11,0.08501849057239988
225,225,0,"(256, 8)",0.08450855714314338,3.4498513585099865e-11,0.08450855714314338
131,131,0,"(256, 8)",0.08400794566606695,4.500878048808018e-11,0.08400794566606695
204,204,0,"(256, 8)",-0.08329547781484077,6.554220506440954e-11,0.08329547781484077
30,30,0,"(256, 8)",-0.08320478498237217,6.873872951448555e-11,0.08320478498237217
311,55,1,"(128, 6)",-0.08258523556836005,9.503648508787518e-11,0.08258523556836005
216,216,0,"(256, 8)",-0.08241429828873384,1.0387894504233929e-10,0.08241429828873384
118,118,0,"(256, 8)",-0.08230383623588924,1.100155505104316e-10,0.08230383623588924
91,91,0,"(256, 8)",-0.08169352865383167,1.5086538572468222e-10,0.08169352865383167
46,46,0,"(256, 8)",-0.08121960833728609,1.9248474605129265e-10,0.08121960833728609
333,77,1,"(128, 6)",-0.08108880789372705,2.0582283986486552e-10,0.08108880789372705
98,98,0,"(256, 8)",0.08053414965509001,2.7313379440983653e-10,0.08053414965509001
111,111,0,"(256, 8)",-0.08047546179124296,2.8140361574633297e-10,0.08047546179124296
140,140,0,"(256, 8)",-0.08039193227583175,2.9359690202663427e-10,0.08039193227583175
198,198,0,"(256, 8)",-0.07971568991460358,4.132471831630201e-10,0.07971568991460358
122,122,0,"(256, 8)",-0.07941826519896902,4.798668811290508e-10,0.07941826519896902
45,45,0,"(256, 8)",-0.07862242390657198,7.139279093526419e-10,0.07862242390657198
194,194,0,"(256, 8)",-0.07829875012964596,8.381945077713896e-10,0.07829875012964596
189,189,0,"(256, 8)",0.07739528043150433,1.3073856647815526e-09,0.07739528043150433
364,108,1,"(128, 6)",-0.07726242413809886,1.3951183740081026e-09,0.07726242413809886
75,75,0,"(256, 8)",0.07719324531720355,1.4430462410599504e-09,0.07719324531720355
295,39,1,"(128, 6)",0.07699357220819839,1.5905576232996045e-09,0.07699357220819839
120,120,0,"(256, 8)",0.07603596087009434,2.5281489181533006e-09,0.07603596087009434
298,42,1,"(128, 6)",-0.0759592237867551,2.623161032449365e-09,0.0759592237867551
245,245,0,"(256, 8)",0.07530807282285189,3.58224954390553e-09,0.07530807282285189
382,126,1,"(128, 6)",0.07450401407562816,5.244709340265157e-09,0.07450401407562816
211,211,0,"(256, 8)",-0.07432572707791549,5.704293173163952e-09,0.07432572707791549
248,248,0,"(256, 8)",-0.0737098214719791,7.61344328383264e-09,0.0737098214719791
39,39,0,"(256, 8)",-0.07328451531186317,9.280611166716655e-09,0.07328451531186317
151,151,0,"(256, 8)",0.07317537971433474,9.762624320783832e-09,0.07317537971433474
67,67,0,"(256, 8)",-0.07271184865470526,1.2095253632286472e-08,0.07271184865470526
395,11,2,"(64, 4)",0.07263584464885808,1.2526158223052809e-08,0.07263584464885808
92,92,0,"(256, 8)",-0.07230464018181176,1.4584463466261396e-08,0.07230464018181176
167,167,0,"(256, 8)",-0.07219565606495447,1.5330938901699226e-08,0.07219565606495447
325,69,1,"(128, 6)",-0.07144111909620934,2.161714787051952e-08,0.07144111909620934
172,172,0,"(256, 8)",-0.07140833583191991,2.194058519779473e-08,0.07140833583191991
342,86,1,"(128, 6)",-0.07138844510060705,2.2139109718986218e-08,0.07138844510060705
251,251,0,"(256, 8)",-0.07102607261656917,2.607633242369603e-08,0.07102607261656917
366,110,1,"(128, 6)",0.07055441192822484,3.2229599836547274e-08,0.07055441192822484
323,67,1,"(128, 6)",-0.07027697696980667,3.6483968595686065e-08,0.07027697696980667
125,125,0,"(256, 8)",0.06996928507397303,4.183939363912833e-08,0.06996928507397303
73,73,0,"(256, 8)",-0.06996741679810788,4.187413025196626e-08,0.06996741679810788
287,31,1,"(128, 6)",-0.06987784716766864,4.3572686965690764e-08,0.06987784716766864
1,1,0,"(256, 8)",0.06936783972635231,5.459335119964e-08,0.06936783972635231
5,5,0,"(256, 8)",0.06928746279330288,5.656014285097202e-08,0.06928746279330288
419,35,2,"(64, 4)",-0.06914911501870435,6.010733962497596e-08,0.06914911501870435
80,80,0,"(256, 8)",0.06850749644397935,7.957673402959947e-08,0.06850749644397935
214,214,0,"(256, 8)",0.06838253235236047,8.402222962799101e-08,0.06838253235236047
300,44,1,"(128, 6)",0.06824884265311364,8.904415536409398e-08,0.06824884265311364
177,177,0,"(256, 8)",0.06764705278406566,1.1548120035455671e-07,0.06764705278406566
205,205,0,"(256, 8)",-0.06652435440566004,1.8647228336464742e-07,0.06652435440566004
14,14,0,"(256, 8)",-0.06573421571082518,2.600745702124561e-07,0.06573421571082518
168,168,0,"(256, 8)",-0.0652520450688627,3.1802812422975257e-07,0.0652520450688627
20,20,0,"(256, 8)",-0.06503956121557022,3.4735548647876075e-07,0.06503956121557022
340,84,1,"(128, 6)",-0.06487862720357274,3.7128761954897786e-07,0.06487862720357274
221,221,0,"(256, 8)",-0.06430858026563062,4.695292142268025e-07,0.06430858026563062
208,208,0,"(256, 8)",-0.06381276888337954,5.749747590826891e-07,0.06381276888337954
378,122,1,"(128, 6)",0.06370804502946256,5.999996566157941e-07,0.06370804502946256
104,104,0,"(256, 8)",-0.06276659302785448,8.774057612802267e-07,0.06276659302785448
185,185,0,"(256, 8)",0.06264453246038235,9.213622050570181e-07,0.06264453246038235
50,50,0,"(256, 8)",-0.061117541243115296,1.6855618185120248e-06,0.061117541243115296
143,143,0,"(256, 8)",-0.06106041206080941,1.7236180677483776e-06,0.06106041206080941
220,220,0,"(256, 8)",0.060110327463354145,2.491459820044807e-06,0.060110327463354145
124,124,0,"(256, 8)",0.05816841256200388,5.2027323711777185e-06,0.05816841256200388
100,100,0,"(256, 8)",-0.05679217264847655,8.648719955949364e-06,0.05679217264847655
57,57,0,"(256, 8)",-0.05568686458249699,1.2902685048632002e-05,0.05568686458249699
238,238,0,"(256, 8)",-0.05540314311046535,1.4281257188668905e-05,0.05540314311046535
326,70,1,"(128, 6)",-0.05473012947132167,1.8134863751675605e-05,0.05473012947132167
105,105,0,"(256, 8)",0.05463401370458983,1.8760128713137388e-05,0.05463401370458983
232,232,0,"(256, 8)",0.05378547276262942,2.5244774501293548e-05,0.05378547276262942
157,157,0,"(256, 8)",-0.05280979093214454,3.5329719593917575e-05,0.05280979093214454
62,62,0,"(256, 8)",-0.05243969878507551,4.007463591663034e-05,0.05243969878507551
149,149,0,"(256, 8)",-0.05226034123262604,4.258599013374475e-05,0.05226034123262604
422,38,2,"(64, 4)",0.05145876900338431,5.574835685749836e-05,0.05145876900338431
363,107,1,"(128, 6)",0.05116543883577447,6.14644133903641e-05,0.05116543883577447
337,81,1,"(128, 6)",-0.05067660662670459,7.224041306408767e-05,0.05067660662670459
154,154,0,"(256, 8)",0.050657467478566795,7.269668678618407e-05,0.050657467478566795
35,35,0,"(256, 8)",-0.05054063915263435,7.554148361294205e-05,0.05054063915263435
190,190,0,"(256, 8)",0.04957843440999728,0.00010331476938706546,0.04957843440999728
99,99,0,"(256, 8)",-0.04950233149950817,0.00010588058106130446,0.04950233149950817
8,8,0,"(256, 8)",-0.04930812630276852,0.00011270335410876891,0.04930812630276852
324,68,1,"(128, 6)",-0.04854892396416107,0.00014356097621122594,0.04854892396416107
144,144,0,"(256, 8)",-0.04742456276595379,0.00020417002868238662,0.04742456276595379
212,212,0,"(256, 8)",0.04741821702901358,0.00020457197222378882,0.04741821702901358
415,31,2,"(64, 4)",0.046439919383364794,0.0002762508493489553,0.046439919383364794
209,209,0,"(256, 8)",-0.04615184893809821,0.00030147808969158125,0.04615184893809821
353,97,1,"(128, 6)",-0.0458592887287098,0.0003292943401364915,0.0458592887287098
246,246,0,"(256, 8)",-0.04559070377488607,0.00035692831809571357,0.04559070377488607
38,38,0,"(256, 8)",-0.04531702558536767,0.0003873055078061705,0.04531702558536767
102,102,0,"(256, 8)",-0.045167730130262075,0.0004048784800386198,0.045167730130262075
249,249,0,"(256, 8)",-0.044943575518483214,0.0004326659623950632,0.044943575518483214
201,201,0,"(256, 8)",-0.04469736160959324,0.0004652340371989158,0.04469736160959324
344,88,1,"(128, 6)",-0.043706629149924806,0.0006208011693147643,0.043706629149924806
25,25,0,"(256, 8)",-0.04304026794651816,0.0007513194146646714,0.04304026794651816
49,49,0,"(256, 8)",0.04291766346916458,0.0007779480984381755,0.04291766346916458
136,136,0,"(256, 8)",-0.042910350894078825,0.000779563683724259,0.042910350894078825
4,4,0,"(256, 8)",0.042690224407367514,0.0008296792769960902,0.042690224407367514
6,6,0,"(256, 8)",-0.04246691412108562,0.0008835595269344203,0.04246691412108562
9,9,0,"(256, 8)",-0.04241045075484472,0.0008976874707353539,0.04241045075484472
159,159,0,"(256, 8)",-0.04232344705855056,0.0009198673458690688,0.04232344705855056
12,12,0,"(256, 8)",0.04221391295273875,0.0009485127892171195,0.04221391295273875
61,61,0,"(256, 8)",-0.0420416927400465,0.000995226956405057,0.0420416927400465
447,63,2,"(64, 4)",0.0418457540264622,0.0010509596804831654,0.0418457540264622
427,43,2,"(64, 4)",0.04129737082650074,0.0012226544116030857,0.04129737082650074
29,29,0,"(256, 8)",-0.04067770013967027,0.001447631529823148,0.04067770013967027
28,28,0,"(256, 8)",0.04060904511802681,0.0014747759490978609,0.04060904511802681
393,9,2,"(64, 4)",0.04014511051415083,0.001670846959339591,0.04014511051415083
3,3,0,"(256, 8)",-0.039917733044654374,0.0017754537639336964,0.039917733044654374
274,18,1,"(128, 6)",0.039051545672783614,0.0022314854878883383,0.039051545672783614
293,37,1,"(128, 6)",-0.03895696140049773,0.002287295972798543,0.03895696140049773
41,41,0,"(256, 8)",-0.038751862832464394,0.0024127334994714735,0.038751862832464394
215,215,0,"(256, 8)",-0.03824970197491036,0.002746872409757158,0.03824970197491036
292,36,1,"(128, 6)",0.0381446918280871,0.0028218805313676154,0.0381446918280871
60,60,0,"(256, 8)",0.03728754869117437,0.0035076603819616803,0.03728754869117437
123,123,0,"(256, 8)",-0.03704518558308287,0.0037273645786145113,0.03704518558308287
53,53,0,"(256, 8)",0.03698711143638181,0.0037818334082842524,0.03698711143638181
107,107,0,"(256, 8)",-0.03544757376477187,0.0055168311972871985,0.03544757376477187
2,2,0,"(256, 8)",-0.035440080529895356,0.00552679756156554,0.035440080529895356
315,59,1,"(128, 6)",-0.03543221528986854,0.00553727618243358,0.03543221528986854
54,54,0,"(256, 8)",0.03435871890576335,0.007147364715074264,0.03435871890576335
103,103,0,"(256, 8)",-0.03417855679738578,0.007455421530676,0.03417855679738578
243,243,0,"(256, 8)",-0.03389231898763259,0.007969387202204537,0.03389231898763259
312,56,1,"(128, 6)",0.0327073327228007,0.01045086755105776,0.0327073327228007
174,174,0,"(256, 8)",-0.029551484310931197,0.020702356221469147,0.029551484310931197
127,127,0,"(256, 8)",-0.026097274027962157,0.04106570198171087,0.026097274027962157
432,48,2,"(64, 4)",0.024804299530501575,0.052182945791524105,0.024804299530501575
153,153,0,"(256, 8)",0.024690439478811978,0.05327242328912978,0.024690439478811978
93,93,0,"(256, 8)",0.024174025382620243,0.05845495358371054,0.024174025382620243
328,72,1,"(128, 6)",-0.0241308399751185,0.05890669597314539,0.0241308399751185
193,193,0,"(256, 8)",-0.023943053264989047,0.060904868715407144,0.023943053264989047
347,91,1,"(128, 6)",0.023509109233679566,0.0657376728145884,0.023509109233679566
320,64,1,"(128, 6)",-0.022834633617119963,0.07387306601378028,0.022834633617119963
37,37,0,"(256, 8)",0.021037381409852982,0.0996228204044621,0.021037381409852982
231,231,0,"(256, 8)",0.020903137169482278,0.10180301412317062,0.020903137169482278
217,217,0,"(256, 8)",0.019791455348383807,0.12134775037512667,0.019791455348383807
230,230,0,"(256, 8)",-0.018752160033682828,0.14216464095660208,0.018752160033682828
213,213,0,"(256, 8)",0.01775909523521099,0.16451813191967207,0.01775909523521099
164,164,0,"(256, 8)",0.01766279597935639,0.1668192439735637,0.01766279597935639
139,139,0,"(256, 8)",0.017092364967262963,0.18094811976840866,0.017092364967262963
406,22,2,"(64, 4)",0.017003618504592886,0.18322383779442886,0.017003618504592886
81,81,0,"(256, 8)",-0.015109152094593296,0.23697010974140037,0.015109152094593296
106,106,0,"(256, 8)",-0.014723850436433728,0.24914316018487057,0.014723850436433728
296,40,1,"(128, 6)",-0.014098142900891172,0.26983002451210397,0.014098142900891172
207,207,0,"(256, 8)",-0.014069699257773315,0.27079761829402504,0.014069699257773315
96,96,0,"(256, 8)",-0.013950556014995653,0.27487644271074674,0.013950556014995653
17,17,0,"(256, 8)",0.012299771064089922,0.33570560137867494,0.012299771064089922
21,21,0,"(256, 8)",0.011949197239604149,0.3496624837917086,0.011949197239604149
369,113,1,"(128, 6)",0.010233545980743313,0.4231575137122746,0.010233545980743313
74,74,0,"(256, 8)",-0.010121761000343779,0.42824073248153044,0.010121761000343779
176,176,0,"(256, 8)",0.009926630292017494,0.4371985633140486,0.009926630292017494
436,52,2,"(64, 4)",-0.00969004686317238,0.44820265238747364,0.00969004686317238
112,112,0,"(256, 8)",-0.009327387818314766,0.4653723134503656,0.009327387818314766
330,74,1,"(128, 6)",-0.008490832555955185,0.5063371692792409,0.008490832555955185
10,10,0,"(256, 8)",-0.00820997949905545,0.5205034248477995,0.00820997949905545
23,23,0,"(256, 8)",-0.007171058276564403,0.5746242552914674,0.007171058276564403
254,254,0,"(256, 8)",-0.006355080318552428,0.6189147406897523,0.006355080318552428
90,90,0,"(256, 8)",-0.005819675783862707,0.6487609891220841,0.005819675783862707
52,52,0,"(256, 8)",-0.005262177090319406,0.6804492535626141,0.005262177090319406
297,41,1,"(128, 6)",-0.004107322588062117,0.7478593089953589,0.004107322588062117
306,50,1,"(128, 6)",-0.002788911648754588,0.8272139212993402,0.002788911648754588
262,6,1,"(128, 6)",0.0022244870166346934,0.8617861125917955,0.0022244870166346934
150,150,0,"(256, 8)",0.0017534614549313005,0.8908444363087725,0.0017534614549313005
166,166,0,"(256, 8)",-0.001726162533549082,0.892533441456096,0.001726162533549082
237,237,0,"(256, 8)",-0.0011933010037865042,0.9255902226563659,0.0011933010037865042
224,224,0,"(256, 8)",0.0011884176264541505,0.9258938530545621,0.0011884176264541505
134,134,0,"(256, 8)",0.0011088787666884113,0.9308407738545869,0.0011088787666884113
85,85,0,"(256, 8)",-5.059668492638338e-05,0.996840402492833,5.059668492638338e-05
